gene_name	panacota	panaroo	panaroodefault	roarydefault
gene_2420	KLPN_ST25830	group_6177	group_6601	group_10108
gene_2421	KLPN_ST2583116	mutH	mutH	mutH
gene_2422	KLPN_ST2583168	group_5114	group_4867	group_11942
gene_2423	KLPN_ST2583169	group_3789	group_3557	group_19966
gene_2424	KLPN_ST2583170	group_6631	group_7051	group_9184
gene_2425	KLPN_ST2583171	group_5952	group_6368	group_11911
gene_2426	KLPN_ST2583172	traC_2~~~traC_1	traC_2~~~traC_1	traC_1
gene_2427	KLPN_ST2583173	group_2081	group_1954	group_20520
gene_2428	KLPN_ST2583174	group_149	group_189	gcvP
gene_2429	KLPN_ST2583175	group_4603	group_4373	arsC_1
gene_2430	KLPN_ST2583177	group_3143	group_2971	group_20476
gene_2431	KLPN_ST2583178	group_5001	group_4756	group_19450
gene_2432	KLPN_ST2583179	group_1571	group_1458	kgtP_2
gene_2433	KLPN_ST2583180	group_5087	group_4839	glnB
gene_2434	KLPN_ST2583182	acuI_2~~~acuI_1	acuI_2~~~acuI_1	NA
gene_2435	KLPN_ST2583184	dsrB	dsrB	dsrB
gene_2436	KLPN_ST2583185	yecM	yecM	yecM
gene_2437	KLPN_ST2583186	group_6659	group_7078	group_11894
gene_2438	KLPN_ST2583187	group_1221	group_6848	group_10072
gene_2439	KLPN_ST2583188	group_2571	group_2449	kdsA
gene_2440	KLPN_ST2583189	group_2356	group_2233	oppB
gene_2441	KLPN_ST2583190	group_2172	group_2047	ynhG
gene_2442	KLPN_ST2583191	yfiZ	btuC_2~~~yfiZ	yfiZ
gene_2443	KLPN_ST2583192	group_330	group_514	group_9438
gene_2444	KLPN_ST2583193	group_7687	group_8194	hdfR_1
gene_2445	KLPN_ST2583194	yahB	yahB	yahB
gene_2446	KLPN_ST2583195	rsxD	rsxD	rsxD
gene_2447	KLPN_ST2583196	sutR_2	sutR_2	sutR_1
gene_2448	KLPN_ST2583197	pgrR	pgrR	pgrR_7
gene_2449	KLPN_ST2583198	group_7148	group_7567	group_11981
gene_2450	KLPN_ST2583199	group_3073	group_2913	ssuB_2
gene_2451	KLPN_ST25831	group_309	group_5749	group_11997
gene_2452	KLPN_ST2583202	group_994	group_5570	group_11840
gene_2453	KLPN_ST2583203	norB~~~norB_2	norB~~~norB_2	norB
gene_2454	KLPN_ST2583204	ves	ves	ves
gene_2455	KLPN_ST2583205	group_1934	group_1808	ttuC_
gene_2456	KLPN_ST2583206	gatY_2	gatY_2	ydjJ
gene_2457	KLPN_ST2583207	group_5925	group_6339	group_11976
gene_2458	KLPN_ST2583208	group_4920	group_4680	group_21105
gene_2459	KLPN_ST2583209	group_2788	group_2659	ycfH
gene_2460	KLPN_ST2583210	group_4798	group_4560	group_19358
gene_2461	KLPN_ST2583211	group_6269	group_6688	group_7967
gene_2462	KLPN_ST2583213	group_3177	group_3002	mukE
gene_2463	KLPN_ST2583214	group_851	group_1077	msbA_1
gene_2464	KLPN_ST2583215	group_2263	group_2140	potH
gene_2465	KLPN_ST2583217	yliI~~~yliI_1	yliI~~~yliI_1	yliI
gene_2466	KLPN_ST2583218	group_3377	group_3176	glnP_1
gene_2467	KLPN_ST2583219	eptA~~~eptA_1~~~eptA_2	eptA~~~eptA_1~~~eptA_2	eptA
gene_2468	KLPN_ST2583220	modB~~~modB_1~~~modB_2	modB~~~modB_1~~~modB_2	modB
gene_2469	KLPN_ST2583266	yedS	yedS	yedS
gene_2470	KLPN_ST2583292	ompA_1~~~ompA_2	ompA_1~~~ompA_2	ompA_1
gene_2471	KLPN_ST2583348	pgm_2~~~pgm_1	pgm_2~~~pgm_1	pgm
gene_2472	KLPN_ST2583355	group_77	group_117	group_154
gene_2473	KLPN_ST2583390	ybiO_1~~~ybiO_2~~~ybiO	ybiO_1~~~ybiO_2~~~ybiO	ybiO
gene_2474	KLPN_ST25833	group_2285	group_2163	rclR
gene_2475	KLPN_ST2583407	sapD	sapD	sapD
gene_2476	KLPN_ST25834	group_1806	group_1681	cdaR_1
gene_2477	KLPN_ST258350	clcD	clcD	clcD
gene_2478	KLPN_ST2583538	group_14	group_52	group_6586
gene_2479	KLPN_ST2583545	fhuC_3~~~btuD_6~~~fhuC_1	btuD_6~~~fhuC_1	fhuC_2
gene_2480	KLPN_ST2583552	group_3204	group_3024	mtnN
gene_2481	KLPN_ST2583553	group_4283	group_4056	folK
gene_2482	KLPN_ST2583554	ampE_2~~~ampE_1	ampE_2~~~ampE_1	ampE
gene_2483	KLPN_ST2583555	leuO_1	leuO_1	leuO
gene_2484	KLPN_ST2583556	group_2168	group_2043	pdxA
gene_2485	KLPN_ST2583557	nhaR~~~nhaR_2~~~nhaR_1	nhaR~~~nhaR_2~~~nhaR_1	nhaR
gene_2486	KLPN_ST2583558	hcpA_4	NA	hcpA_4
gene_2487	KLPN_ST2583559	licR	licR	licR
gene_2488	KLPN_ST2583560	group_3008	group_2855	cysQ
gene_2489	KLPN_ST2583561	group_437	group_529	group_19236
gene_2490	KLPN_ST2583563	group_3128	group_2958	rph
gene_2491	KLPN_ST2583564	group_2088	group_1964	gpsA
gene_2492	KLPN_ST2583565	higB2	higB2	higB2
gene_2493	KLPN_ST2583566	aroK	aroK	aroK
gene_2494	KLPN_ST2583567	tusD	tusD	tusD
gene_2495	KLPN_ST2583568	rpsM	rpsM	rpsM
gene_2496	KLPN_ST2583569	group_7267	group_7681	group_8427
gene_2497	KLPN_ST2583570	group_2713	group_2585	group_20061
gene_2498	KLPN_ST2583571	alx_1~~~alx_2~~~alx	alx_1~~~alx_2~~~alx	alx
gene_2499	KLPN_ST2583572	zupT_2~~~zupT~~~zupT_1	zupT_2~~~zupT~~~zupT_1	zupT
gene_2500	KLPN_ST2583573	group_5487	group_5368	group_19491
gene_2501	KLPN_ST2583574	group_3815	group_3583	group_11905
gene_2502	KLPN_ST2583577	group_3891	group_3661	group_11373
gene_2503	KLPN_ST258359	group_3126	group_2957	walR
gene_2504	KLPN_ST25835	pgtB_1~~~pgtB_2	pgtB_1~~~pgtB_2	pgtB
gene_2505	KLPN_ST2583605	group_8024	group_8746	group_10640
gene_2506	KLPN_ST2583618	betI_3~~~betI	betI_3~~~betI	betI_2
gene_2507	KLPN_ST258361	ybjG_1	ybjG_1	ybjG
gene_2508	KLPN_ST258362	group_4101	group_3865	ompX
gene_2509	KLPN_ST258363	group_4232	group_3999	moaC
gene_2510	KLPN_ST258364	ariR	ariR	ariR
gene_2511	KLPN_ST258365	group_1675	group_1559	sucB
gene_2512	KLPN_ST258366	group_871	group_5173	group_20856
gene_2513	KLPN_ST258367	group_5686	group_5864	group_19447
gene_2514	KLPN_ST2583688	argP_4	argP_4	dmlR_5
gene_2515	KLPN_ST258368	group_6343	group_6763	group_6100
gene_2516	KLPN_ST258369	group_3568	group_3345	entD
gene_2517	KLPN_ST25836	group_6437	group_6856	group_9739
gene_2518	KLPN_ST258370	group_1521	group_1412	hisC_1
gene_2519	KLPN_ST258371	yiaW_1	group_5216	yiaW_2
gene_2520	KLPN_ST258372	group_6695	group_7113	group_7556
gene_2521	KLPN_ST258373	group_3773	group_3542	group_20882
gene_2522	KLPN_ST2583745	sorA	sorA	sorA
gene_2523	KLPN_ST258374	group_7141	group_7560	yajI
gene_2524	KLPN_ST258375	yaiA	yaiA	yaiA
gene_2525	KLPN_ST2583763	malG_1~~~malG_2	malG_1~~~malG_2	malG_2
gene_2526	KLPN_ST258376	livF_3~~~livF_2	livF_3~~~livF_2	livF_1
gene_2527	KLPN_ST258377	nqrF_2~~~nqrF_1	nqrF_2~~~nqrF_1	nqrF
gene_2528	KLPN_ST258378	arfB	arfB	arfB
gene_2529	KLPN_ST258379	btuF_2	btuF_2	btuF_1
gene_2530	KLPN_ST25837	group_7757	group_8274	group_6631
gene_2531	KLPN_ST258380	group_2800	group_2671	panB
gene_2532	KLPN_ST258384	recF_1~~~recF~~~recF_2	recF_1~~~recF~~~recF_2	recF
gene_2533	KLPN_ST258385	group_3712	group_3483	uhpA
gene_2534	KLPN_ST258386	group_1795	group_1671	bcr_2
gene_2535	KLPN_ST2583873	slyA_3~~~slyA_1	slyA_3~~~slyA_1	slyA_2
gene_2536	KLPN_ST2583874	group_4253	group_4022	group_11950
gene_2537	KLPN_ST2583875	group_2678	group_2550	cpdA_2
gene_2538	KLPN_ST2583876	group_6592	group_7007	mgtA
gene_2539	KLPN_ST2583877	group_2254	group_2131	ytfQ
gene_2540	KLPN_ST2583878	ulaB_2	ulaB_2	ulaB_1
gene_2541	KLPN_ST2583879	frdB_1~~~frdB_2	frdB_1~~~frdB_2	frdB
gene_2542	KLPN_ST258387	zapB	zapB	zapB
gene_2543	KLPN_ST2583881	group_7770	group_8287	group_8295
gene_2544	KLPN_ST2583882	lamB_2~~~lamB_3	lamB_2~~~lamB_3	lamB_2
gene_2545	KLPN_ST2583889	mngR_1	mngR_1	mngR_2
gene_2546	KLPN_ST258388	group_6936	group_7361	rpmG
gene_2547	KLPN_ST2583890	rhaR_1	rhaR_1	cdhR_2
gene_2548	KLPN_ST2583891	clcB_2~~~clcA_1~~~clcA_2	clcB_2~~~clcA_1~~~clcA_2	clcB_2
gene_2549	KLPN_ST2583892	kbl_2~~~kbl_1	kbl_2~~~kbl_1	kbl
gene_2550	KLPN_ST2583893	group_2150	group_2024	xylF
gene_2551	KLPN_ST2583894	dppB_3~~~dppB_2	dppB_3~~~dppB_2	dppB_2
gene_2552	KLPN_ST2583895	group_3572	group_3349	gstB_4
gene_2553	KLPN_ST2583896	zntA	zntA	zntA
gene_2554	KLPN_ST2583897	group_2147	group_2021	gntR_2
gene_2555	KLPN_ST2583898	group_967	NA	hslR
gene_2556	KLPN_ST2583899	group_7413	group_7816	group_7845
gene_2557	KLPN_ST258389	srlR_1	srlR_1	srlR_5
gene_2558	KLPN_ST25838	group_2087	group_1962	group_9714
gene_2559	KLPN_ST2583900	group_3962	group_3727	rplE
gene_2560	KLPN_ST2583901	intA_4~~~intA_2	intA_4~~~intA_2	intA_1
gene_2561	KLPN_ST2583902	msrP_1~~~msrP_2	msrP_1~~~msrP_2	msrP
gene_2562	KLPN_ST2583903	uxuA_2	uxuA_2	uxuA_2
gene_2563	KLPN_ST2583904	group_600	group_759	ftsH
gene_2564	KLPN_ST2583905	mzrA	mzrA	mzrA
gene_2565	KLPN_ST2583906	group_24	group_64	yvqK
gene_2566	KLPN_ST2583907	cca	cca	cca
gene_2567	KLPN_ST2583908	yghB	yghB	yghB
gene_2568	KLPN_ST2583909	group_7696	group_8207	group_9947
gene_2569	KLPN_ST258390	group_2750	group_2621	xthA
gene_2570	KLPN_ST2583910	group_7198	group_7618	group_8514
gene_2571	KLPN_ST2583911	group_3828	group_3596	group_20459
gene_2572	KLPN_ST2583912	group_2064	group_1937	epd
gene_2573	KLPN_ST2583913	group_3141	group_2969	dsbC
gene_2574	KLPN_ST2583914	lpfA	lpfA	fimA_1
gene_2575	KLPN_ST2583915	lacF	lacF	lacF
gene_2576	KLPN_ST2583916	cobD_2	cobD_2	cobD_2
gene_2577	KLPN_ST2583917	group_3086	group_2924	cbiH
gene_2578	KLPN_ST2583918	group_2080	group_1953	metN_1
gene_2579	KLPN_ST2583919	cysD	cysD	cysD
gene_2580	KLPN_ST258391	group_4648	group_4414	msrB
gene_2581	KLPN_ST2583920	group_5065	group_4816	group_19990
gene_2582	KLPN_ST2583921	ascG_1~~~ascG_2	ascG_1~~~ascG_2	ascG_1
gene_2583	KLPN_ST2583922	emrA_1	emrA_1	group_9533
gene_2584	KLPN_ST2583923	group_89	group_131	group_9893
gene_2585	KLPN_ST2583925	group_4267	group_4037	smpB
gene_2586	KLPN_ST2583926	group_3201	group_3022	group_19418
gene_2587	KLPN_ST2583927	der_1~~~der_2	der_1~~~der_2	der
gene_2588	KLPN_ST2583929	eutS	eutS	eutS
gene_2589	KLPN_ST258392	ansB	ansB	ansB
gene_2590	KLPN_ST2583930	group_4116	group_3879	crr
gene_2591	KLPN_ST2583931	group_5510	group_3846	group_19462
gene_2592	KLPN_ST2583932	group_4917	group_4677	folX
gene_2593	KLPN_ST2583933	group_2566	group_2441	menB
gene_2594	KLPN_ST2583934	group_2993	group_1178	mqo_1
gene_2595	KLPN_ST2583935	group_2015	group_1889	group_19146
gene_2596	KLPN_ST2583936	group_2677	group_2549	btsS
gene_2597	KLPN_ST2583937	group_837	group_5191	baeR
gene_2598	KLPN_ST2583938	otsB	otsB	otsB
gene_2599	KLPN_ST2583939	ptrB	ptrB	ptrB
gene_2600	KLPN_ST258393	group_787	group_5501	potA_4
gene_2601	KLPN_ST2583940	sdaA_2~~~sdaA_1	sdaA_2~~~sdaA_1	sdaA
gene_2602	KLPN_ST2583941	group_7831	group_8355	group_8153
gene_2603	KLPN_ST2583942	group_7457	group_137	group_8161
gene_2604	KLPN_ST2583943	group_2587	group_2465	ispE
gene_2605	KLPN_ST2583944	group_2101	group_1977	rssB
gene_2606	KLPN_ST2583945	group_6330	group_6752	hdfR_3
gene_2607	KLPN_ST2583946	group_6574	group_6993	group_11501
gene_2608	KLPN_ST2583947	ydbM	ydbM	ydbM
gene_2609	KLPN_ST2583948	group_2714	group_2586	ribX_2
gene_2610	KLPN_ST2583949	group_786	group_5317	gcvA_3
gene_2611	KLPN_ST258394	acpP	acpP	acpP
gene_2612	KLPN_ST2583950	glnQ_1	glnQ_1	glnQ_4
gene_2613	KLPN_ST2583952	rbsK_1	rbsK_1	rbsK_1
gene_2614	KLPN_ST2583953	group_6267	group_6687	group_7757
gene_2615	KLPN_ST2583954	group_956	group_5431	group_11470
gene_2616	KLPN_ST2583956	group_2842	group_2709	agaC
gene_2617	KLPN_ST2583957	group_5243	group_4999	group_11190
gene_2618	KLPN_ST258395	ymdB	ymdB	ymdB
gene_2619	KLPN_ST2583964	proS	proS	proS
gene_2620	KLPN_ST2583966	group_2975	group_2827	group_20109
gene_2621	KLPN_ST2583967	group_7810	group_8326	group_9464
gene_2622	KLPN_ST2583968	group_5413	group_5165	yciI
gene_2623	KLPN_ST2583969	prc_1~~~prc_2~~~prc	prc_1~~~prc_2~~~prc	NA
gene_2624	KLPN_ST258396	group_6171	group_6595	group_11604
gene_2625	KLPN_ST258397	group_3658	group_3429	recR
gene_2626	KLPN_ST258398	group_3610	group_3386	group_20271
gene_2627	KLPN_ST2583997	ompR_1~~~ompR_2	ompR_1~~~ompR_2	group_8170
gene_2628	KLPN_ST258399	group_2465	group_2343	cyoE
gene_2629	KLPN_ST2584001	group_2009	group_1883	group_20568
gene_2630	KLPN_ST2584002	group_4934	group_4695	group_20603
gene_2631	KLPN_ST2584003	usg	usg	usg
gene_2632	KLPN_ST2584004	group_1965	group_1841	glpQ
gene_2633	KLPN_ST2584005	group_2070	group_1943	yejE
gene_2634	KLPN_ST2584006	oprB	oprB	oprB
gene_2635	KLPN_ST2584007	araB_3~~~araB_2	araB_3~~~araB_2	araB_1
gene_2636	KLPN_ST2584008	group_1034	group_5690	yeaR_2
gene_2637	KLPN_ST2584009	group_1389	group_1294	amn
gene_2638	KLPN_ST258400	group_5136	group_4887	yajC
gene_2639	KLPN_ST2584010	group_6121	group_6544	group_11749
gene_2640	KLPN_ST2584011	yebC_1~~~yebC_2~~~yebC	yebC_1~~~yebC_2~~~yebC	yebC
gene_2641	KLPN_ST2584012	group_3299	group_3115	proQ
gene_2642	KLPN_ST2584013	group_456	group_7324	group_19257
gene_2643	KLPN_ST2584014	pcpR_2~~~pcpR_1~~~yidZ_1	pcpR_2~~~pcpR_1~~~yidZ_1	pcpR_1
gene_2644	KLPN_ST2584015	group_1807	group_1682	group_20034
gene_2645	KLPN_ST2584016	group_6225	group_6645	group_11507
gene_2646	KLPN_ST2584017	group_6795	group_7218	group_2719
gene_2647	KLPN_ST2584018	group_4529	group_4303	group_9447
gene_2648	KLPN_ST2584019	group_132	group_184	group_6277
gene_2649	KLPN_ST258401	phoA_1~~~phoA_2~~~phoA_3	phoA_1~~~phoA_2~~~phoA_3	phoA
gene_2650	KLPN_ST2584020	group_7738	group_8253	oppF_1
gene_2651	KLPN_ST2584021	group_4681	group_4443	gloA
gene_2652	KLPN_ST2584022	group_7130	group_7549	group_4572
gene_2653	KLPN_ST2584023	ydcS_1~~~ydcS_2	ydcS_1~~~ydcS_2	ydcS
gene_2654	KLPN_ST2584024	group_7759	group_8277	group_5378
gene_2655	KLPN_ST2584025	group_2701	group_2572	group_11386
gene_2656	KLPN_ST2584026	group_7167	group_7588	group_8430
gene_2657	KLPN_ST2584027	group_5667	group_5826	group_11707
gene_2658	KLPN_ST2584028	group_768	group_7599	group_8187
gene_2659	KLPN_ST258402	glnP_1	glnP_1	glnP_2
gene_2660	KLPN_ST2584030	group_44	group_90	NA
gene_2661	KLPN_ST2584031	group_155	group_234	group_7747
gene_2662	KLPN_ST2584032	group_5464	group_5326	group_11463
gene_2663	KLPN_ST2584035	group_2048	group_1922	tqsA
gene_2664	KLPN_ST2584036	group_3386	group_1240	abgT
gene_2665	KLPN_ST2584037	aldA_2~~~aldA~~~aldA_1	aldA_2~~~aldA~~~aldA_1	aldA
gene_2666	KLPN_ST2584038	bacF	bacF	dapL
gene_2667	KLPN_ST2584039	ompA_2	ompA_2	ompA_2
gene_2668	KLPN_ST258403	acoB	acoB	acoB
gene_2669	KLPN_ST2584040	group_810	group_5694	group_6828
gene_2670	KLPN_ST2584041	sapA	sapA	sapA
gene_2671	KLPN_ST2584044	group_2428	group_2305	rluB
gene_2672	KLPN_ST2584045	katE_2~~~katE~~~katE_1	katE_2~~~katE~~~katE_1	katE
gene_2673	KLPN_ST2584046	purR_1~~~cytR_3	purR_1~~~cytR_3	NA
gene_2674	KLPN_ST2584047	cecR	cecR	cecR
gene_2675	KLPN_ST2584048	hutG	hutG	hutG
gene_2676	KLPN_ST2584049	group_4040	group_3802	pal_2
gene_2677	KLPN_ST258404	nqrA	nqrA	nqrA
gene_2678	KLPN_ST2584050	group_3788	group_3556	kdpC
gene_2679	KLPN_ST2584051	group_872	group_5175	group_11178
gene_2680	KLPN_ST2584052	group_3240	group_3062	mtnC
gene_2681	KLPN_ST2584053	entB_2~~~entB_1	entB_2~~~entB_1	NA
gene_2682	KLPN_ST2584054	ddpA_2~~~ddpA_1	ddpA_2~~~ddpA_1	ddpA_1
gene_2683	KLPN_ST2584055	group_1990	group_1866	group_11782
gene_2684	KLPN_ST2584056	group_834	group_1054	atsA
gene_2685	KLPN_ST2584057	cadB_1~~~cadB_2~~~cadB~~~cadB_3	cadB_1~~~cadB_2~~~cadB~~~cadB_3	cadB
gene_2686	KLPN_ST258405	group_4782	group_4542	group_20587
gene_2687	KLPN_ST2584060	cnoX	cnoX	cnoX
gene_2688	KLPN_ST2584061	gabR_1~~~gabR_3~~~gabR_4	gabR_1~~~gabR_3~~~gabR_4	gabR_2
gene_2689	KLPN_ST2584062	group_3189	group_3012	queC
gene_2690	KLPN_ST2584063	group_5898	group_6304	xseB
gene_2691	KLPN_ST2584064	group_1468	group_1364	proY_1
gene_2692	KLPN_ST2584065	rapA_1~~~rapA~~~rapA_2	rapA_1~~~rapA~~~rapA_2	rapA
gene_2693	KLPN_ST2584066	group_2321	group_2197	group_19401
gene_2694	KLPN_ST2584067	group_3442	group_3231	cobC_2
gene_2695	KLPN_ST2584068	ugpB_2	ugpB_2	ugpB_2
gene_2696	KLPN_ST2584069	treB_2~~~treB_1	treB_2~~~treB_1	treB
gene_2697	KLPN_ST258406	btuC_1~~~btuC_2~~~fhuB	btuC_1~~~btuC_2~~~fhuB	fhuB
gene_2698	KLPN_ST2584070	group_3752	group_3520	group_12006
gene_2699	KLPN_ST2584071	group_7652	group_8154	group_6153
gene_2700	KLPN_ST2584072	ureA	ureA	ureA
gene_2701	KLPN_ST2584073	dhaM	dhaM	dhaM
gene_2702	KLPN_ST2584074	yqjF	yqjF	yqjF
gene_2703	KLPN_ST2584075	group_7732	group_8247	group_5212
gene_2704	KLPN_ST2584076	group_1415	group_1318	gltD
gene_2705	KLPN_ST2584077	yhdT	yhdT	yhdT
gene_2706	KLPN_ST2584078	group_6174	group_6598	group_20980
gene_2707	KLPN_ST2584079	group_6661	group_7080	rpmC
gene_2708	KLPN_ST258407	bauC~~~iolA	bauC~~~iolA	NA
gene_2709	KLPN_ST2584080	ompR_1~~~ompR_3~~~ompR_2	NA	ompR_2
gene_2710	KLPN_ST2584081	group_4236	group_4003	aaaT
gene_2711	KLPN_ST2584082	yhhS_2	yhhS_2	yhhS_2
gene_2712	KLPN_ST2584083	fabG_5~~~fabL	fabG_5~~~fabL	fabG_12
gene_2713	KLPN_ST2584084	focC~~~caf1M~~~fimC_2~~~fimC_1	focC~~~caf1M~~~fimC_2~~~fimC_1	fimC_2
gene_2714	KLPN_ST2584085	group_5439	group_3535	group_19138
gene_2715	KLPN_ST2584086	cpdB_1~~~cpdB_2	cpdB_1~~~cpdB_2	cpdB
gene_2716	KLPN_ST2584087	group_1814	group_1689	pgl_2
gene_2717	KLPN_ST2584088	group_1352	group_1259	group_20933
gene_2718	KLPN_ST2584089	ppsC	ppsC	NA
gene_2719	KLPN_ST258409	group_4042	group_3804	ssb_1
gene_2720	KLPN_ST25840	catB_1~~~catB_2~~~catB~~~catB_3	catB_1~~~catB_2~~~catB~~~catB_3	catB
gene_2721	KLPN_ST2584101	group_6986	group_7411	group_8031
gene_2722	KLPN_ST258410	group_4118	group_3881	group_11737
gene_2723	KLPN_ST258411	ilvD	ilvD	ilvD
gene_2724	KLPN_ST258412	rpmE	rpmE	rpmE
gene_2725	KLPN_ST2584130	cadC_1~~~cadC_2~~~cadC	cadC_2~~~cadC_1~~~cadC	NA
gene_2726	KLPN_ST258413	group_5210	group_4961	group_11678
gene_2727	KLPN_ST258414	srkA_1~~~srkA_2	srkA_1~~~srkA_2	srkA
gene_2728	KLPN_ST258415	pstC_1~~~pstC_2~~~pstC	pstC_1~~~pstC_2~~~pstC	pstC
gene_2729	KLPN_ST25841	group_1988	group_1864	yncE_1
gene_2730	KLPN_ST258420	hmp_2~~~hmp_1	hmp_2~~~hmp_1	hmp
gene_2731	KLPN_ST2584211	dinG_2~~~dinG_1	dinG_2~~~dinG_1	dinG
gene_2732	KLPN_ST258421	group_5205	group_4956	group_19204
gene_2733	KLPN_ST2584228	group_4550	group_4324	yibN
gene_2734	KLPN_ST2584229	group_5374	group_5129	group_19273
gene_2735	KLPN_ST258422	group_8109	group_8847	group_8095
gene_2736	KLPN_ST2584230	acsAB~~~bcsA_2	acsAB~~~bcsA_2	acsAB
gene_2737	KLPN_ST2584231	group_3332	group_3140	ftsE
gene_2738	KLPN_ST2584232	glgC_1~~~glgC_2	glgC_1~~~glgC_2	glgC_2
gene_2739	KLPN_ST2584233	group_80	group_5482	group_20315
gene_2740	KLPN_ST2584234	slyX	slyX	slyX
gene_2741	KLPN_ST2584235	group_414	group_5648	rpmD
gene_2742	KLPN_ST2584236	group_717	group_5686	group_11935
gene_2743	KLPN_ST2584237	yhdE	yhdE	yhdE
gene_2744	KLPN_ST2584238	rapZ	rapZ	rapZ
gene_2745	KLPN_ST2584239	group_3888	group_3658	group_19375
gene_2746	KLPN_ST258423	group_6326	group_6747	rhaD
gene_2747	KLPN_ST2584240	group_5508	group_5430	gatB
gene_2748	KLPN_ST2584241	uxaA_1~~~uxaA~~~uxaA_2	uxaA_1~~~uxaA~~~uxaA_2	uxaA
gene_2749	KLPN_ST2584242	group_3747	group_3515	pduD_2
gene_2750	KLPN_ST2584243	group_6568	group_6987	glgS_1
gene_2751	KLPN_ST2584244	group_3393	group_1242	group_20465
gene_2752	KLPN_ST2584245	group_3814	group_3582	group_11903
gene_2753	KLPN_ST2584246	group_5867	group_6234	group_12023
gene_2754	KLPN_ST2584247	group_2272	group_2149	gshB
gene_2755	KLPN_ST2584248	group_2454	group_2331	argP_1
gene_2756	KLPN_ST2584249	group_1451	group_1349	ribZ_1
gene_2757	KLPN_ST258424	rhaS_6~~~rhaS_2	rhaS_6~~~rhaS_2	rhaS_12
gene_2758	KLPN_ST2584250	group_2447	group_2324	group_11579
gene_2759	KLPN_ST2584251	group_1519	group_1410	licC_3
gene_2760	KLPN_ST2584252	rsxC_1~~~rnfC	rsxC_1~~~rnfC	rsxC_2
gene_2761	KLPN_ST2584253	group_5533	group_5517	cbiN
gene_2762	KLPN_ST2584254	group_1479	group_1375	sdaB
gene_2763	KLPN_ST2584255	group_4281	group_4054	ispF
gene_2764	KLPN_ST2584256	group_2375	group_2250	mak_1
gene_2765	KLPN_ST2584257	group_3282	group_1218	norR_2
gene_2766	KLPN_ST2584258	cloR	cloR	cloR
gene_2767	KLPN_ST258425	trxA	trxA	trxA
gene_2768	KLPN_ST2584260	group_3725	group_3496	grpE
gene_2769	KLPN_ST2584261	yfiC	yfiC	yfiC
gene_2770	KLPN_ST2584262	group_3495	group_3276	group_20112
gene_2771	KLPN_ST2584264	group_3479	group_3261	purN
gene_2772	KLPN_ST2584265	group_2747	group_2618	group_19191
gene_2773	KLPN_ST2584266	cysK_2~~~cysK_1	cysK_2~~~cysK_1	cysK
gene_2774	KLPN_ST2584267	group_4796	group_4558	sixA
gene_2775	KLPN_ST2584268	group_3889	group_3659	yfcE
gene_2776	KLPN_ST2584269	group_4600	group_4370	nudI
gene_2777	KLPN_ST258426	group_3588	group_3364	rhtC_2
gene_2778	KLPN_ST2584270	group_1897	group_1769	group_20546
gene_2779	KLPN_ST2584271	lysP_1~~~lysP~~~lysP_2	lysP_1~~~lysP~~~lysP_2	lysP
gene_2780	KLPN_ST2584272	group_7655	group_8157	group_7464
gene_2781	KLPN_ST2584273	group_4322	group_4090	sbmC
gene_2782	KLPN_ST2584274	group_2399	group_2277	yedA
gene_2783	KLPN_ST2584275	uspC	uspC	uspC
gene_2784	KLPN_ST2584276	group_6033	group_6455	holE
gene_2785	KLPN_ST2584277	pabB	pabB	pabB
gene_2786	KLPN_ST2584279	hemA	hemA	hemA
gene_2787	KLPN_ST258427	group_3930	group_3698	nusG
gene_2788	KLPN_ST2584280	group_6638	group_7058	hns_1
gene_2789	KLPN_ST2584281	group_2037	group_1912	group_9457
gene_2790	KLPN_ST2584282	ccmF_1~~~ccmF~~~ccmF_2	ccmF_1~~~ccmF~~~ccmF_2	ccmF
gene_2791	KLPN_ST2584283	group_2650	group_2521	btuD_1
gene_2792	KLPN_ST2584284	dmsC_1	dmsC_1	dmsC_2
gene_2793	KLPN_ST2584286	group_1767	group_1644	manA
gene_2794	KLPN_ST2584287	group_3663	group_3434	azoR_2
gene_2795	KLPN_ST2584288	ttcA_1~~~ttcA_2~~~ttcA	ttcA_1~~~ttcA_2~~~ttcA	ttcA
gene_2796	KLPN_ST2584289	group_4686	group_4448	group_11792
gene_2797	KLPN_ST2584290	group_814	group_8048	group_8497
gene_2798	KLPN_ST2584291	group_1555	group_1443	licH_1
gene_2799	KLPN_ST2584292	ribA_2~~~ribA_1	ribA_2~~~ribA_1	ribA
gene_2800	KLPN_ST2584293	group_6801	group_7227	yciB
gene_2801	KLPN_ST2584294	group_3842	group_3609	group_20815
gene_2802	KLPN_ST2584295	group_6927	group_7355	group_9597
gene_2803	KLPN_ST2584296	group_2652	group_2523	cobB
gene_2804	KLPN_ST2584297	group_3750	group_3518	yceF
gene_2805	KLPN_ST2584298	group_971	group_242	ycaC
gene_2806	KLPN_ST2584299	group_1594	group_1481	puuB_2
gene_2807	KLPN_ST258429	group_840	group_5182	mraY
gene_2808	KLPN_ST25842	group_45	group_92	group_9357
gene_2809	KLPN_ST2584300	uup	uup	uup
gene_2810	KLPN_ST2584301	group_1671	group_1554	group_19771
gene_2811	KLPN_ST2584303	sapB_2~~~sapB_1	sapB_2~~~sapB_1	sapB
gene_2812	KLPN_ST2584304	group_8183	group_8929	group_4774
