gene_name	panacota	panaroo	panaroodefault	roarydefault
gene_2120	KLPN_ST3072557	group_1513	group_1727	murA
gene_2121	KLPN_ST3072558	ubiJ_1	ubiJ_1	ubiJ_1
gene_2122	KLPN_ST3072559	group_6699	group_6950	group_15993
gene_2123	KLPN_ST3072560	group_3080	group_3319	lsrB_2
gene_2124	KLPN_ST3072561	group_2315	group_2525	tsaD
gene_2125	KLPN_ST3072562	group_714	group_919	qseC
gene_2126	KLPN_ST3072563	group_5048	group_5365	ydfK_2
gene_2127	KLPN_ST3072564	group_1047	group_1253	group_3795
gene_2128	KLPN_ST3072565	group_5699	group_5980	group_15486
gene_2129	KLPN_ST3072566	group_7911	group_8089	group_15998
gene_2130	KLPN_ST3072567	group_3351	group_3622	gltC_2
gene_2131	KLPN_ST3072568	group_3310	group_3577	lgt
gene_2132	KLPN_ST3072569	group_330	group_328	pduC
gene_2133	KLPN_ST3072570	group_2080	group_2292	group_3229
gene_2134	KLPN_ST3072572	group_692	group_897	pssA
gene_2135	KLPN_ST3072574	group_663	group_868	fadI
gene_2136	KLPN_ST3072575	group_2128	group_2341	yfcG
gene_2137	KLPN_ST3072576	menC_1~~~menC_2	menC_1~~~menC_2	menC
gene_2138	KLPN_ST3072577	group_1717	group_1930	group_7016
gene_2139	KLPN_ST3072578	group_6661	group_6911	group_7049
gene_2140	KLPN_ST3072579	group_530	group_731	mdtD
gene_2141	KLPN_ST3072580	group_3669	group_3988	tagG
gene_2142	KLPN_ST3072581	group_2841	group_3080	ahcY
gene_2143	KLPN_ST3072582	group_546	group_756	dcm_1
gene_2144	KLPN_ST3072583	group_4094	group_4396	otsB
gene_2145	KLPN_ST3072584	ptrB	ptrB	ptrB
gene_2146	KLPN_ST3072585	group_658	group_863	sdaA
gene_2147	KLPN_ST3072586	group_3441	group_3734	group_6809
gene_2148	KLPN_ST3072589	group_83	group_84	group_6820
gene_2149	KLPN_ST3072590	group_481	group_630	clsA
gene_2150	KLPN_ST3072591	group_2575	group_2817	group_3423
gene_2151	KLPN_ST3072592	group_1616	group_1828	ydiB_1
gene_2152	KLPN_ST3072594	group_585	group_796	group_3328
gene_2153	KLPN_ST3072595	group_8027	group_8199	group_6596
gene_2154	KLPN_ST3072596	grxD	grxD	grxD
gene_2155	KLPN_ST3072597	group_932	group_1137	ydgJ_1
gene_2156	KLPN_ST3072598	group_9350	group_9440	group_6644
gene_2157	KLPN_ST3072599	group_6363	group_6630	group_6658
gene_2158	KLPN_ST3072600	nqrF	nqrF	lvr
gene_2159	KLPN_ST3072601	group_6813	group_7078	group_6687
gene_2160	KLPN_ST3072602	group_2877	group_3116	group_4704
gene_2161	KLPN_ST3072603	group_1684	group_1897	asd_1
gene_2162	KLPN_ST3072604	group_1118	group_1322	rhtB_1
gene_2163	KLPN_ST3072605	bglF_1~~~bglF~~~bglA_1~~~lacG	bglF_1~~~bglF~~~bglA_1~~~lacG	NA
gene_2164	KLPN_ST3072606	group_2922	group_2319	rluB
gene_2165	KLPN_ST3072607	group_7539	group_7735	chbA_4
gene_2166	KLPN_ST3072608	group_1208	group_1416	pncA
gene_2167	KLPN_ST3072609	yoaK	yoaK	yoaK
gene_2168	KLPN_ST3072610	group_5370	group_5659	phoP_3
gene_2169	KLPN_ST3072611	group_9378	group_9467	group_3934
gene_2170	KLPN_ST3072612	group_8348	group_8511	dinI
gene_2171	KLPN_ST3072613	group_5555	group_5839	rutR
gene_2172	KLPN_ST3072615	group_2219	group_2431	group_3762
gene_2173	KLPN_ST3072616	group_8641	group_8785	group_6893
gene_2174	KLPN_ST3072619	group_1086	group_1291	NA
gene_2175	KLPN_ST3072620	group_8672	group_8816	hha
gene_2176	KLPN_ST3072621	group_2064	group_2277	sbnA
gene_2177	KLPN_ST3072622	group_2698	group_2939	yajL
gene_2178	KLPN_ST3072624	group_3362	group_3635	tauD
gene_2179	KLPN_ST3072625	group_6718	group_6969	group_15421
gene_2180	KLPN_ST3072626	yjhP_1~~~yjhP_2	yjhP_1~~~yjhP_2	yjhP
gene_2181	KLPN_ST3072627	group_1531	group_1745	nqrB
gene_2182	KLPN_ST3072628	group_827	group_1030	tilS
gene_2183	KLPN_ST3072629	group_694	group_899	hemL
gene_2184	KLPN_ST3072630	group_1021	group_1227	group_9203
gene_2185	KLPN_ST3072631	group_5649	group_5931	coaE
gene_2186	KLPN_ST3072632	group_1200	group_1408	ydiM
gene_2187	KLPN_ST3072633	ygdR_4	ygdR_4	ygdR_4
gene_2188	KLPN_ST3072634	group_857	group_1060	proP_1
gene_2189	KLPN_ST3072635	norR_2	norR_2	norR_1
gene_2190	KLPN_ST3072636	group_665	group_869	group_5144
gene_2191	KLPN_ST3072637	group_1393	group_1605	group_3617
gene_2192	KLPN_ST3072638	group_2208	group_2421	licH_2
gene_2193	KLPN_ST3072639	ytfP	ytfP	ytfP
gene_2194	KLPN_ST3072640	group_1596	group_1808	ulaG
gene_2195	KLPN_ST3072641	group_7448	group_7652	frdD
gene_2196	KLPN_ST3072653	group_3147	group_3398	rfaG
gene_2197	KLPN_ST3072654	group_3478	group_3780	selA
gene_2198	KLPN_ST3072655	group_5867	group_6148	tag
gene_2199	KLPN_ST3072656	yhjD_2~~~yhjD_1~~~yhjD	yhjD_2~~~yhjD_1~~~yhjD	yhjD
gene_2200	KLPN_ST3072657	arnF	arnF	arnF
gene_2201	KLPN_ST3072658	ugpQ	ugpQ	ugpQ
gene_2202	KLPN_ST3072659	feoA	feoA	feoA
gene_2203	KLPN_ST3072660	group_5988	group_6266	pabA
gene_2204	KLPN_ST3072661	group_7652	group_7838	rplV
gene_2205	KLPN_ST3072662	group_5928	group_6204	tsaC
gene_2206	KLPN_ST3072663	hdeB_2~~~hdeB_1	hdeB_2~~~hdeB_1	hdeB_2
gene_2207	KLPN_ST3072664	group_6997	group_7265	group_14949
gene_2208	KLPN_ST3072665	group_8972	group_9091	group_15070
gene_2209	KLPN_ST3072666	lgoT_1~~~lgoT_2	lgoT_1~~~lgoT_2	lgoT_2
gene_2210	KLPN_ST3072667	group_2807	group_3049	ubiI
gene_2211	KLPN_ST3072668	group_2239	group_2451	group_4522
gene_2212	KLPN_ST3072669	pdeH_1	pdeH_1	pdeH_1
gene_2213	KLPN_ST3072670	group_6959	group_5872	group_6386
gene_2214	KLPN_ST3072671	group_4500	group_4806	ygdG
gene_2215	KLPN_ST3072672	group_2988	group_3227	cysJ
gene_2216	KLPN_ST3072673	group_8151	group_8315	group_6439
gene_2217	KLPN_ST3072675	group_2502	group_2732	dcyD
gene_2218	KLPN_ST3072679	group_3619	group_3932	group_2239
gene_2219	KLPN_ST3072680	group_6774	group_7038	group_7771
gene_2220	KLPN_ST3072681	group_6537	group_6794	group_6531
gene_2221	KLPN_ST3072682	group_1931	group_2138	ugpC_1
gene_2222	KLPN_ST3072683	feoB_1~~~feoB_2	feoB_1~~~feoB_2	feoB
gene_2223	KLPN_ST3072684	fic	fic	fic
gene_2224	KLPN_ST3072685	group_8085	group_8253	rpsS
gene_2225	KLPN_ST3072686	hypE	hypE	hypE
gene_2226	KLPN_ST3072687	group_9323	group_9414	group_6473
gene_2227	KLPN_ST3072688	alaE	alaE	alaE
gene_2228	KLPN_ST3072690	group_3329	group_3599	group_15437
gene_2229	KLPN_ST3072691	pgpC	pgpC	pgpC
gene_2230	KLPN_ST3072692	group_1561	group_1774	group_1116
gene_2231	KLPN_ST3072694	group_5945	group_6223	ubiX
gene_2232	KLPN_ST3072695	group_2624	group_2865	nuoL
gene_2233	KLPN_ST3072698	group_2777	group_3020	group_5081
gene_2234	KLPN_ST3072699	group_6867	group_7138	zraP
gene_2235	KLPN_ST3072709	group_1563	group_1777	group_15719
gene_2236	KLPN_ST3072710	group_5943	group_6221	ppiA
gene_2237	KLPN_ST3072711	group_8173	group_8339	group_6584
gene_2238	KLPN_ST3072712	group_3228	group_3487	ugpA_1
gene_2239	KLPN_ST3072713	group_207	group_206	arnA
gene_2240	KLPN_ST3072714	group_444	group_549	yhjJ
gene_2241	KLPN_ST3072715	kdgR_1	kdgR_1	kdgR_2
gene_2242	KLPN_ST3072716	group_3599	group_3908	mtlA
gene_2243	KLPN_ST3072717	group_4225	group_4536	group_6557
gene_2244	KLPN_ST3072718	group_4385	group_4696	cdh
gene_2245	KLPN_ST3072719	group_7598	group_7788	group_14976
gene_2246	KLPN_ST3072720	hemY	hemY	hemY
gene_2247	KLPN_ST3072721	group_6183	group_6451	tatB
gene_2248	KLPN_ST3072723	group_1456	group_1669	ssuC_1
gene_2249	KLPN_ST3072724	group_1711	group_1924	ndhC
gene_2250	KLPN_ST3072726	group_7837	group_8012	hfq
gene_2251	KLPN_ST3072727	group_1446	group_1658	hlyB
gene_2252	KLPN_ST3072817	group_3464	group_5589	yejF
gene_2253	KLPN_ST307281	group_1185	group_1393	btuF_1
gene_2254	KLPN_ST307282	group_3918	group_4227	mhpD
gene_2255	KLPN_ST307283	group_3065	group_3303	group_2872
gene_2256	KLPN_ST307284	group_1055	group_1261	hbd
gene_2257	KLPN_ST307285	group_1567	group_1780	group_4667
gene_2258	KLPN_ST3072862	potE~~~lysP	potE~~~lysP	lysP
gene_2259	KLPN_ST307286	group_3173	group_3421	aaeA_1
gene_2260	KLPN_ST307287	group_116	group_117	quiA
gene_2261	KLPN_ST307288	ortT	ortT	ortT
gene_2262	KLPN_ST307289	group_1131	group_1337	luxA
gene_2263	KLPN_ST307290	group_3274	group_3539	oxyR_1
gene_2264	KLPN_ST3072917	narX	narX	narX
gene_2265	KLPN_ST307291	group_1617	group_1830	ssuB_2
gene_2266	KLPN_ST307292	group_6313	group_6580	glnQ_4
gene_2267	KLPN_ST307293	group_4176	group_4480	frcA
gene_2268	KLPN_ST307294	fucP	fucP	fucP
gene_2269	KLPN_ST307295	hipA	hipA	hipA
gene_2270	KLPN_ST307296	group_7983	group_8156	group_7196
gene_2271	KLPN_ST307297	group_2709	group_2950	group_3586
gene_2272	KLPN_ST307298	group_6565	group_6820	group_7215
gene_2273	KLPN_ST3072993	group_2227	group_2439	citG_1
gene_2274	KLPN_ST307299	group_3467	group_3768	astA_2
gene_2275	KLPN_ST307300	group_1822	group_2032	group_4510
gene_2276	KLPN_ST307301	group_5594	group_5881	group_8114
gene_2277	KLPN_ST307302	group_2245	group_2457	mltG
gene_2278	KLPN_ST307303	group_5791	group_6075	wrbA
gene_2279	KLPN_ST3073043	group_3582	group_3889	group_7780
gene_2280	KLPN_ST307304	group_490	group_650	gabD_2
gene_2281	KLPN_ST307305	group_2656	group_2897	uup
gene_2282	KLPN_ST307306	group_1128	group_1333	group_7934
gene_2283	KLPN_ST307307	group_703	group_908	macA
gene_2284	KLPN_ST3073083	rfbD_1~~~rfbD	rfbD_1~~~rfbD	rfbD
gene_2285	KLPN_ST307308	ybjM	ybjM	ybjM
gene_2286	KLPN_ST307309	group_106	group_107	pflD
gene_2287	KLPN_ST307310	group_6001	group_4894	fabG_2
gene_2288	KLPN_ST3073113	group_2416	group_2623	ydgJ_2
gene_2289	KLPN_ST3073114	group_1915	group_2122	group_2178
gene_2290	KLPN_ST3073115	lapA	lapA	lapA
gene_2291	KLPN_ST3073116	group_1865	group_2075	group_3592
gene_2292	KLPN_ST3073117	group_7077	group_7341	nudG
gene_2293	KLPN_ST3073118	group_8445	group_8604	group_8125
gene_2294	KLPN_ST3073119	group_2085	group_2297	group_5430
gene_2295	KLPN_ST307311	group_920	group_1125	hutH
gene_2296	KLPN_ST3073120	group_1480	group_1694	nagK
gene_2297	KLPN_ST3073121	group_2459	group_2666	rluC
gene_2298	KLPN_ST3073122	group_1708	group_1922	group_2859
gene_2299	KLPN_ST3073123	puuR	puuR	puuR
gene_2300	KLPN_ST3073124	group_7155	group_5502	mukE
gene_2301	KLPN_ST3073125	group_3864	group_4209	msbA_1
gene_2302	KLPN_ST3073126	group_1453	group_1665	potA_3
gene_2303	KLPN_ST3073127	purR_2	purR_2	cytR_1
gene_2304	KLPN_ST3073128	cecR	cecR	cecR
gene_2305	KLPN_ST3073129	group_1637	group_1850	hutG
gene_2306	KLPN_ST307312	group_1177	group_1385	galK
gene_2307	KLPN_ST3073130	citG	citG	citG
gene_2308	KLPN_ST3073131	sdhC	sdhC	sdhC
gene_2309	KLPN_ST3073132	group_1545	group_1759	nagA
gene_2310	KLPN_ST3073133	group_8809	group_8941	tatE
gene_2311	KLPN_ST3073134	group_680	group_885	glpT_1
gene_2312	KLPN_ST3073135	group_1341	group_1553	aptA_2
gene_2313	KLPN_ST3073136	ybdK	ybdK	ybdK
gene_2314	KLPN_ST3073137	group_3068	group_3307	feaB_2
gene_2315	KLPN_ST3073138	group_1741	group_1953	group_3460
gene_2316	KLPN_ST3073139	group_4917	group_5232	lpxH
gene_2317	KLPN_ST307313	group_5023	group_7129	sdhB
gene_2318	KLPN_ST3073140	group_9059	group_9174	group_6878
gene_2319	KLPN_ST3073141	group_6490	group_6748	ybaY
gene_2320	KLPN_ST3073142	group_916	group_1120	group_3433
gene_2321	KLPN_ST3073143	yaiY	yaiY	yaiY
gene_2322	KLPN_ST3073144	group_3584	group_3876	phnC
gene_2323	KLPN_ST3073145	group_5790	group_6074	lsrF_1
gene_2324	KLPN_ST3073146	group_2466	group_2674	dinB
gene_2325	KLPN_ST3073147	group_307	group_304	proS
gene_2326	KLPN_ST3073148	group_501	group_6355	degP
gene_2327	KLPN_ST3073149	group_1997	group_2207	gluQ
gene_2328	KLPN_ST307314	group_328	group_327	glnS
gene_2329	KLPN_ST3073150	group_5989	group_6267	ampD
gene_2330	KLPN_ST3073151	group_392	group_429	leuA_2
gene_2331	KLPN_ST3073152	group_3760	group_4071	rsmA
gene_2332	KLPN_ST3073153	group_1157	group_1365	nhaA
gene_2333	KLPN_ST3073154	group_4964	group_7052	deoD
gene_2334	KLPN_ST3073155	group_2000	group_9475	group_7600
gene_2335	KLPN_ST3073156	group_3215	group_3480	rhaR_3
gene_2336	KLPN_ST3073157	group_6545	group_6802	group_8206
gene_2337	KLPN_ST3073158	group_1805	group_2016	group_5409
gene_2338	KLPN_ST3073159	group_6829	group_7093	holC
gene_2339	KLPN_ST307315	group_5520	group_5803	lipB
gene_2340	KLPN_ST3073160	group_5519	group_5802	group_7284
gene_2341	KLPN_ST3073161	group_7364	group_7576	group_7261
gene_2342	KLPN_ST3073162	group_2395	group_2603	hflC
gene_2343	KLPN_ST3073163	group_2772	group_3014	group_5002
gene_2344	KLPN_ST3073164	group_2829	group_3069	melR
gene_2345	KLPN_ST3073165	elfC_1~~~fimD_3~~~elfC_2	elfC_1~~~fimD_3~~~elfC_2	fimD_5
gene_2346	KLPN_ST3073166	group_1869	group_2079	alr
gene_2347	KLPN_ST3073167	group_1432	group_1643	sorC_4
gene_2348	KLPN_ST3073168	group_8875	group_9001	thiS
gene_2349	KLPN_ST3073169	ubiB_2~~~ubiB_1	ubiB_2~~~ubiB_1	ubiB
gene_2350	KLPN_ST307316	group_1094	group_1298	codA_1
gene_2351	KLPN_ST3073170	group_6254	group_6521	wecG
gene_2352	KLPN_ST3073171	group_9385	group_9476	murI
gene_2353	KLPN_ST3073172	rraA	rraA	rraA
gene_2354	KLPN_ST3073173	pfp~~~pfkA_2	pfp~~~pfkA_2	pfp
gene_2355	KLPN_ST3073174	group_2730	group_2969	rbsK_4
gene_2356	KLPN_ST3073175	group_5406	group_5694	yieH
gene_2357	KLPN_ST307317	group_1036	group_1242	fepA_2
gene_2358	KLPN_ST3073181	yeeZ	yeeZ	yeeZ
gene_2359	KLPN_ST3073182	group_370	group_367	group_6727
gene_2360	KLPN_ST3073183	group_6096	group_6366	pgsA
gene_2361	KLPN_ST3073184	group_1548	group_1762	ruvB
gene_2362	KLPN_ST3073185	group_633	group_842	ribZ_1
gene_2363	KLPN_ST3073186	group_3912	group_4222	ais
gene_2364	KLPN_ST3073188	group_1030	group_1236	hemA
gene_2365	KLPN_ST3073189	group_7103	group_7363	hns
gene_2366	KLPN_ST307318	group_479	group_620	tauR
gene_2367	KLPN_ST3073190	group_988	group_1193	sufC
gene_2368	KLPN_ST3073191	group_2602	group_2844	group_2878
gene_2369	KLPN_ST3073192	group_6054	group_6327	dsbE
gene_2370	KLPN_ST3073193	group_1960	group_2167	rutC_1
gene_2371	KLPN_ST3073194	mdtK	mdtK	mdtK
gene_2372	KLPN_ST3073195	group_8300	group_8461	group_6627
gene_2373	KLPN_ST3073196	group_1400	group_1612	group_4678
gene_2374	KLPN_ST3073197	group_172	group_172	fecA
gene_2375	KLPN_ST3073198	group_1864	group_2074	narU
gene_2376	KLPN_ST3073199	group_3503	group_3797	group_6680
gene_2377	KLPN_ST307319	group_1198	group_1406	yegT
gene_2378	KLPN_ST3073200	group_656	group_861	dmlR_4
gene_2379	KLPN_ST3073201	group_1344	group_1556	group_3381
gene_2380	KLPN_ST3073202	group_6184	group_6452	group_7994
gene_2381	KLPN_ST3073204	group_4649	group_4970	group_7883
gene_2382	KLPN_ST3073205	group_27	group_25	recC
gene_2383	KLPN_ST3073206	group_2651	group_9507	cobD_1
gene_2384	KLPN_ST3073207	ompA_2	ompA_2	ompA_2
gene_2385	KLPN_ST3073208	queF	queF	queF
gene_2386	KLPN_ST3073209	group_5618	group_5903	pcm
gene_2387	KLPN_ST307320	group_634	group_843	sacX
gene_2388	KLPN_ST3073210	tmcA	tmcA	tmcA
gene_2389	KLPN_ST3073211	yfeZ	yfeZ	yfeZ
gene_2390	KLPN_ST3073212	glk	glk	glk
gene_2391	KLPN_ST3073213	dedD	dedD	dedD
gene_2392	KLPN_ST3073214	group_6135	group_6403	nuoI
gene_2393	KLPN_ST3073215	rcsC_3~~~rcsC_2	rcsC_3~~~rcsC_2	group_3491
gene_2394	KLPN_ST3073216	yeiR	yeiR	yeiR
gene_2395	KLPN_ST3073217	yohC	yohC	yohC
gene_2396	KLPN_ST3073218	group_2892	group_3130	acuI
gene_2397	KLPN_ST307321	group_3377	group_3650	folD
gene_2398	KLPN_ST3073220	group_4549	group_6219	znuC
gene_2399	KLPN_ST3073221	group_8469	group_8627	group_6781
gene_2400	KLPN_ST3073222	group_416	group_483	group_6801
gene_2401	KLPN_ST3073223	group_7187	group_7434	ychQ
gene_2402	KLPN_ST3073224	group_5997	group_6275	btuD_2
gene_2403	KLPN_ST3073225	group_2959	group_3199	yusV
gene_2404	KLPN_ST3073226	ydhC	ydhC	ydhC
gene_2405	KLPN_ST3073227	group_3074	group_3312	group_7979
gene_2406	KLPN_ST3073228	mngR_1~~~mngR_2	mngR_1~~~mngR_2	mngR_1
gene_2407	KLPN_ST3073229	group_2294	group_2504	NA
gene_2408	KLPN_ST307322	group_8709	group_8850	group_6877
gene_2409	KLPN_ST3073230	group_3255	group_3514	dapA_2
gene_2410	KLPN_ST3073232	group_2685	group_2926	group_3659
gene_2411	KLPN_ST3073233	group_2858	group_3097	group_2770
gene_2412	KLPN_ST3073234	group_9096	group_9209	group_16025
gene_2413	KLPN_ST3073235	ydjM	ydjM	ydjM
gene_2414	KLPN_ST3073236	group_2866	group_3105	selD
gene_2415	KLPN_ST3073237	group_4061	group_4367	nimR_5
gene_2416	KLPN_ST3073238	group_5486	group_5770	rluE
gene_2417	KLPN_ST3073239	mfd	mfd	mfd
gene_2418	KLPN_ST307323	pcaU	pcaU	pcaR_3
gene_2419	KLPN_ST3073240	group_1356	group_1568	murJ
gene_2420	KLPN_ST3073241	efeO	efeO	efeO
gene_2421	KLPN_ST3073244	group_1215	group_1423	dpaL
gene_2422	KLPN_ST3073246	group_492	group_651	group_15634
gene_2423	KLPN_ST3073247	group_1049	group_1255	wzxE
gene_2424	KLPN_ST3073248	group_6885	group_7156	group_7425
gene_2425	KLPN_ST3073249	group_5288	group_5579	yohK_1
gene_2426	KLPN_ST307324	group_1969	group_2179	queA
gene_2427	KLPN_ST3073251	group_2789	group_3032	group_7520
gene_2428	KLPN_ST3073252	rbsC	rbsC	rbsC
gene_2429	KLPN_ST3073253	group_8375	group_8537	group_7541
gene_2430	KLPN_ST3073257	group_2338	group_2545	rsmF
gene_2431	KLPN_ST3073258	group_2278	group_2488	minD
gene_2432	KLPN_ST3073259	group_3311	group_3578	glnQ_1
gene_2433	KLPN_ST307325	epmB	epmB	epmB
gene_2434	KLPN_ST3073260	group_1412	group_1623	group_2099
gene_2435	KLPN_ST3073261	group_2402	group_2607	group_3340
gene_2436	KLPN_ST3073262	group_1662	group_1875	anmK
gene_2437	KLPN_ST307326	group_6432	group_6696	rlmB
gene_2438	KLPN_ST307327	group_2761	group_4473	bgaA
gene_2439	KLPN_ST307328	group_8444	group_8603	relB
gene_2440	KLPN_ST307329	group_443	group_544	bauC
gene_2441	KLPN_ST307330	group_2994	group_3233	cbpA
gene_2442	KLPN_ST307331	group_6272	group_6538	ssb
gene_2443	KLPN_ST307332	group_6756	group_7017	fdtC
gene_2444	KLPN_ST307333	group_9384	group_2186	hemE
gene_2445	KLPN_ST307334	group_469	group_596	ubiD
gene_2446	KLPN_ST307335	group_2186	group_2399	cyaA
gene_2447	KLPN_ST307336	group_9426	group_9521	ilvE
gene_2448	KLPN_ST307337	group_1193	group_1401	priA
gene_2449	KLPN_ST307338	group_5806	group_6089	group_15115
gene_2450	KLPN_ST307339	yihD	yihD	yihD
gene_2451	KLPN_ST3073414	ftsI_2	ftsI_2	ftsI_2
gene_2452	KLPN_ST3073441	group_4489	group_4794	nei
gene_2453	KLPN_ST3073442	group_5953	group_6231	nagD
gene_2454	KLPN_ST3073443	crcB	crcB	crcB
gene_2455	KLPN_ST3073444	aplK_1~~~aplK_2	aplK_1~~~aplK_2	aplK
gene_2456	KLPN_ST3073445	group_2555	group_2797	bepG
gene_2457	KLPN_ST3073446	group_7408	group_7614	group_7551
gene_2458	KLPN_ST3073447	group_2949	group_3189	thpA_2
gene_2459	KLPN_ST3073448	group_6364	group_6631	purE
gene_2460	KLPN_ST3073449	group_3440	group_3738	mscK
gene_2461	KLPN_ST3073450	pcaK_3~~~pcaK_4	pcaK_3~~~pcaK_4	pcaK_1
gene_2462	KLPN_ST3073451	group_9407	group_9504	yihV
gene_2463	KLPN_ST3073452	sbmA_2~~~sbmA~~~sbmA_1	sbmA_2~~~sbmA~~~sbmA_1	sbmA
gene_2464	KLPN_ST3073453	lyx_2~~~lyx_1	lyx_2~~~lyx_1	lyx_1
gene_2465	KLPN_ST3073454	group_8711	group_8852	group_15227
gene_2466	KLPN_ST3073455	group_7338	group_5542	mtnN
gene_2467	KLPN_ST3073456	folK_1~~~folK_2	folK_1~~~folK_2	folK
gene_2468	KLPN_ST3073457	group_919	group_1123	group_4832
gene_2469	KLPN_ST3073458	group_548	group_758	leuC
gene_2470	KLPN_ST3073459	group_2093	group_2304	apaH
gene_2471	KLPN_ST3073460	group_229	group_228	dnaK_1
gene_2472	KLPN_ST3073461	group_798	group_1002	deoA
gene_2473	KLPN_ST3073462	group_6663	group_6913	sorB_1
gene_2474	KLPN_ST3073463	group_6347	group_6614	hpaC
gene_2475	KLPN_ST3073465	group_6275	group_6541	group_8207
gene_2476	KLPN_ST3073468	group_3298	group_3560	dgoK1_2
gene_2477	KLPN_ST3073469	group_7451	group_7655	group_7773
gene_2478	KLPN_ST3073470	group_2683	group_2924	bmr3
gene_2479	KLPN_ST3073471	group_1611	group_1823	group_4608
gene_2480	KLPN_ST3073473	ybhF	ybhF	ybhF
gene_2481	KLPN_ST3073474	group_8344	group_8507	grxC
gene_2482	KLPN_ST3073475	group_3036	group_3275	glyQ
gene_2483	KLPN_ST3073476	group_2530	group_2772	bepA_2
gene_2484	KLPN_ST3073477	uspB	uspB	uspB
gene_2485	KLPN_ST3073478	group_3470	group_3763	rpoH
gene_2486	KLPN_ST3073479	group_500	group_671	glgA
gene_2487	KLPN_ST307347	group_1216	group_1424	iolD
gene_2488	KLPN_ST3073480	group_3923	group_4264	group_3319
gene_2489	KLPN_ST3073481	group_67	group_68	fkpA
gene_2490	KLPN_ST3073482	group_6889	group_7161	rplO
gene_2491	KLPN_ST3073484	group_472	group_608	rng
gene_2492	KLPN_ST3073485	group_6519	group_6777	ptsN
gene_2493	KLPN_ST3073486	iprA_3	iprA_3	iprA_2
gene_2494	KLPN_ST3073487	group_6680	group_6930	gatA
gene_2495	KLPN_ST3073488	group_896	group_1099	uxaA
gene_2496	KLPN_ST3073489	group_2042	group_2254	pduD_2
gene_2497	KLPN_ST307348	group_6142	group_6411	hexR_3
gene_2498	KLPN_ST3073490	group_503	group_677	hldE
gene_2499	KLPN_ST3073491	yicJ_1	yicJ_1	yicJ_2
gene_2500	KLPN_ST3073492	group_7036	group_7303	yqgF
gene_2501	KLPN_ST3073493	group_6050	group_6323	idi
gene_2502	KLPN_ST3073494	group_5735	group_6019	group_6319
gene_2503	KLPN_ST3073495	group_5044	group_7194	ygeA
gene_2504	KLPN_ST3073496	group_8125	group_8290	pduW
gene_2505	KLPN_ST3073497	ascG_2	ascG_2	ascG_2
gene_2506	KLPN_ST3073498	norV_1~~~norV_2	norV_1~~~norV_2	norV
gene_2507	KLPN_ST3073499	group_2983	group_3222	proW
gene_2508	KLPN_ST307349	group_297	group_294	tamA
gene_2509	KLPN_ST3073500	ypjD	ypjD	ypjD
gene_2510	KLPN_ST3073501	group_5916	group_6192	rpoE
gene_2511	KLPN_ST3073503	group_2249	group_2459	cysT
gene_2512	KLPN_ST3073504	group_461	group_580	puuC
gene_2513	KLPN_ST3073506	group_7247	group_7481	group_7835
gene_2514	KLPN_ST3073507	group_4003	group_4313	livF_4
gene_2515	KLPN_ST3073508	group_7297	group_7521	group_7861
gene_2516	KLPN_ST3073509	group_4060	group_4368	attM
gene_2517	KLPN_ST307350	group_5021	group_7126	group_7242
gene_2518	KLPN_ST3073510	group_8992	group_9110	group_6717
gene_2519	KLPN_ST3073511	group_3360	group_3625	group_6692
gene_2520	KLPN_ST3073512	group_1422	group_1633	fdnI
gene_2521	KLPN_ST3073513	group_8584	group_8732	pptA
gene_2522	KLPN_ST3073514	tagH	tagH	tagH
gene_2523	KLPN_ST3073515	group_891	group_1094	mdtC
gene_2524	KLPN_ST3073516	group_9404	group_9501	metG
gene_2525	KLPN_ST3073519	group_3122	group_3372	dmlR_2
gene_2526	KLPN_ST307351	group_1876	group_2086	gdx
gene_2527	KLPN_ST3073520	group_8553	group_8705	group_7975
gene_2528	KLPN_ST3073521	group_4196	group_4506	group_8264
gene_2529	KLPN_ST3073522	group_8618	group_8763	pspB
gene_2530	KLPN_ST3073523	group_1856	group_2066	sohB
gene_2531	KLPN_ST3073526	group_7437	group_7642	group_8027
gene_2532	KLPN_ST3073527	group_6153	group_6422	group_15893
gene_2533	KLPN_ST3073528	group_6016	group_6291	yceB
gene_2534	KLPN_ST3073529	putA	putA	putA
gene_2535	KLPN_ST307352	group_2002	group_2211	pgaC
gene_2536	KLPN_ST3073531	group_681	group_886	mgsA
gene_2537	KLPN_ST3073532	group_6662	group_6912	group_7544
gene_2538	KLPN_ST3073533	group_4054	group_4360	moaF
gene_2539	KLPN_ST3073534	group_8154	group_8318	group_6889
gene_2540	KLPN_ST3073537	group_8232	group_8394	rpmE2
gene_2541	KLPN_ST3073538	group_240	group_239	ppiD
gene_2542	KLPN_ST3073539	group_2547	group_9496	yajO_4
gene_2543	KLPN_ST3073540	group_5286	group_5577	phoB
gene_2544	KLPN_ST3073541	group_917	group_1124	yhdG
gene_2545	KLPN_ST3073542	group_1414	group_1625	group_1878
gene_2546	KLPN_ST3073544	group_5346	group_5635	yjjG
gene_2547	KLPN_ST3073545	group_460	group_579	opuE
gene_2548	KLPN_ST3073546	group_3	group_2	group_7571
gene_2549	KLPN_ST3073549	fiu_2~~~fiu_1	fiu_2~~~fiu_1	fiu
gene_2550	KLPN_ST307354	group_288	group_285	group_15331
